"year","scenario","variable","iter","value"
1980,"C5red","fbar","2",0.116060195659998
1981,"C5red","fbar","2",0.21903229893733
1982,"C5red","fbar","2",0.20237417419749
1983,"C5red","fbar","2",0.194926330680231
1984,"C5red","fbar","2",0.205322996176929
1985,"C5red","fbar","2",0.178700082051321
1986,"C5red","fbar","2",0.211157173831569
1987,"C5red","fbar","2",0.248494222495715
1988,"C5red","fbar","2",0.269181736908353
1989,"C5red","fbar","2",0.296415509437487
1990,"C5red","fbar","2",0.246025326123462
1991,"C5red","fbar","2",0.21092276140722
1992,"C5red","fbar","2",0.150260142889548
1993,"C5red","fbar","2",0.169257151004085
1994,"C5red","fbar","2",0.148595480418895
1995,"C5red","fbar","2",0.167645363860284
1996,"C5red","fbar","2",0.229721757702639
1997,"C5red","fbar","2",0.240373491263622
1998,"C5red","fbar","2",0.288295567353531
1999,"C5red","fbar","2",0.308264506326192
2000,"C5red","fbar","2",0.407272282395346
2001,"C5red","fbar","2",0.439060033458887
2002,"C5red","fbar","2",0.442166815188869
2003,"C5red","fbar","2",0.384366503501796
2004,"C5red","fbar","2",0.402312247641181
2005,"C5red","fbar","2",0.354186981674014
2006,"C5red","fbar","2",0.345096287485584
2007,"C5red","fbar","2",0.338196568951453
2008,"C5red","fbar","2",0.366429567349902
2009,"C5red","fbar","2",0.576690004233385
2010,"C5red","fbar","2",0.504169206542376
2011,"C5red","fbar","2",0.903564653352547
2012,"C5red","fbar","2",1.00833127600388
2013,"C5red","fbar","2",1.17856808815664
2014,"C5red","fbar","2",1.69427955280132
2015,"C5red","fbar","2",1.45302622960645
2016,"C5red","fbar","2",1.56981863036812
2017,"C5red","fbar","2",1.57063960567781
2018,"C5red","fbar","2",1.25924862471543
2019,"C5red","fbar","2",1.08964632055497
2020,"C5red","fbar","2",1.08551903195748
2021,"C5red","fbar","2",1.23664942881307
2022,"C5red","fbar","2",1.51180480391888
2023,"C5red","fbar","2",1.92520264857029
2024,"C5red","fbar","2",2.78218977953892
2025,"C5red","fbar","2",4.77699012064849
2026,"C5red","fbar","2",10
2027,"C5red","fbar","2",10
1975,"C2014","ssb","1",553687.901324606
1976,"C2014","ssb","1",595252.749632099
1977,"C2014","ssb","1",615799.085658426
1978,"C2014","ssb","1",568760.375917152
1979,"C2014","ssb","1",578527.582969652
1980,"C2014","ssb","1",615559.041957258
1981,"C2014","ssb","1",721392.766786412
1982,"C2014","ssb","1",710477.642903627
1983,"C2014","ssb","1",697897.34567718
1984,"C2014","ssb","1",683567.966760764
1985,"C2014","ssb","1",577895.879023184
1986,"C2014","ssb","1",517088.438043707
1987,"C2014","ssb","1",464285.698607911
1988,"C2014","ssb","1",467986.977148513
1989,"C2014","ssb","1",479113.472733382
1990,"C2014","ssb","1",463272.423860786
1991,"C2014","ssb","1",433629.774389273
1992,"C2014","ssb","1",401249.861141677
1993,"C2014","ssb","1",406264.759915454
1994,"C2014","ssb","1",364955.907083311
1995,"C2014","ssb","1",314294.418206309
1996,"C2014","ssb","1",277006.388689437
1997,"C2014","ssb","1",244460.186221508
1998,"C2014","ssb","1",189428.113041493
1999,"C2014","ssb","1",169428.788711698
2000,"C2014","ssb","1",132718.703145253
2001,"C2014","ssb","1",124340.628734586
2002,"C2014","ssb","1",131993.276298936
2003,"C2014","ssb","1",136316.603616205
2004,"C2014","ssb","1",143604.118826699
2005,"C2014","ssb","1",130039.500105922
2006,"C2014","ssb","1",140873.824435155
2007,"C2014","ssb","1",141976.733833611
2008,"C2014","ssb","1",154671.761922566
2009,"C2014","ssb","1",151643.973113862
2010,"C2014","ssb","1",151142.635191859
2011,"C2014","ssb","1",159812.013845189
2012,"C2014","ssb","1",160682.989524527
2013,"C2014","ssb","1",183115.108100867
2014,"C2014","ssb","1",197031.666687261
2015,"C2014","ssb","1",169508.015763758
2016,"C2014","ssb","1",151123.750142573
2017,"C2014","ssb","1",148326.909578043
2018,"C2014","ssb","1",132061.173111795
2019,"C2014","ssb","1",88754.8463044494
2020,"C2014","ssb","1",46706.7294251801
2021,"C2014","ssb","1",20096.1584507543
2022,"C2014","ssb","1",10965.8242911868
2023,"C2014","ssb","1",6570.92860725464
2024,"C2014","ssb","1",3564.26920451836
2025,"C2014","ssb","1",1856.69751049547
2026,"C2014","ssb","1",889.548175108905
2027,"C2014","ssb","1",402.573522557597
1975,"C2014","ssb","2",551692.255006571
1976,"C2014","ssb","2",594526.775309433
1977,"C2014","ssb","2",615388.633969794
1978,"C2014","ssb","2",568089.602360176
1979,"C2014","ssb","2",577080.831237266
1980,"C2014","ssb","2",614190.67160094
1981,"C2014","ssb","2",722239.8308459
1982,"C2014","ssb","2",710410.71931578
1983,"C2014","ssb","2",697904.839471375
1984,"C2014","ssb","2",684026.29034504
1985,"C2014","ssb","2",577676.604519806
1986,"C2014","ssb","2",517379.642922852
1987,"C2014","ssb","2",465291.279310765
1988,"C2014","ssb","2",468733.891781683
1989,"C2014","ssb","2",479917.656331118
1990,"C2014","ssb","2",463722.353455454
1991,"C2014","ssb","2",433041.017010117
1992,"C2014","ssb","2",400228.196560331
1993,"C2014","ssb","2",405689.107627243
1994,"C2014","ssb","2",364061.299453535
1995,"C2014","ssb","2",313232.877565385
1996,"C2014","ssb","2",276703.517441958
1997,"C2014","ssb","2",244587.213136585
1998,"C2014","ssb","2",189858.402005901
1999,"C2014","ssb","2",169689.077566505
2000,"C2014","ssb","2",133239.400058225
2001,"C2014","ssb","2",125150.430841708
2002,"C2014","ssb","2",133511.772752099
2003,"C2014","ssb","2",138426.139146523
2004,"C2014","ssb","2",144452.035219813
2005,"C2014","ssb","2",129714.799883032
2006,"C2014","ssb","2",139446.577047338
2007,"C2014","ssb","2",139515.63490688
2008,"C2014","ssb","2",152734.222552572
2009,"C2014","ssb","2",149751.231394818
2010,"C2014","ssb","2",149260.679044918
2011,"C2014","ssb","2",157932.728299743
2012,"C2014","ssb","2",161679.663947935
2013,"C2014","ssb","2",179862.119752939
2014,"C2014","ssb","2",200339.514634529
2015,"C2014","ssb","2",164306.179017537
2016,"C2014","ssb","2",165433.003638073
2017,"C2014","ssb","2",182605.309237307
2018,"C2014","ssb","2",198202.769002091
2019,"C2014","ssb","2",194167.163590462
2020,"C2014","ssb","2",167005.536192641
2021,"C2014","ssb","2",125936.100073083
2022,"C2014","ssb","2",86222.4268665251
2023,"C2014","ssb","2",43983.080944765
2024,"C2014","ssb","2",19099.4024194008
2025,"C2014","ssb","2",8920.86469254045
2026,"C2014","ssb","2",4282.47485902879
2027,"C2014","ssb","2",1764.1822560653
1975,"C2014","catch","1",33887.17076
1976,"C2014","catch","1",46985.34951
1977,"C2014","catch","1",54576.48329
1978,"C2014","catch","1",44820.34257
1979,"C2014","catch","1",41362.20957
1980,"C2014","catch","1",48593.03983
1981,"C2014","catch","1",93559.14384
1982,"C2014","catch","1",84687.75543
1983,"C2014","catch","1",83926.9287
1984,"C2014","catch","1",92723.70925
1985,"C2014","catch","1",75520.79521
1986,"C2014","catch","1",79547.10662
1987,"C2014","catch","1",73428.22243
1988,"C2014","catch","1",68191.01985
1989,"C2014","catch","1",71097.69552
1990,"C2014","catch","1",61881.51723
1991,"C2014","catch","1",54138.19362
1992,"C2014","catch","1",40049.74245
1993,"C2014","catch","1",45885.19472
1994,"C2014","catch","1",39142.88424
1995,"C2014","catch","1",41128.88723
1996,"C2014","catch","1",44309.77398
1997,"C2014","catch","1",38522.33936
1998,"C2014","catch","1",36138.84419
1999,"C2014","catch","1",27949.14912
2000,"C2014","catch","1",26107.09943
2001,"C2014","catch","1",24138.39253
2002,"C2014","catch","1",24100.78598
2003,"C2014","catch","1",21620.4976
2004,"C2014","catch","1",26929.89563
2005,"C2014","catch","1",20906.72463
2006,"C2014","catch","1",20475.45238
2007,"C2014","catch","1",21984.36186
2008,"C2014","catch","1",27583.67457
2009,"C2014","catch","1",34163.69678
2010,"C2014","catch","1",34213.8274
2011,"C2014","catch","1",54816.06731
2012,"C2014","catch","1",58732.69835
2013,"C2014","catch","1",71643.24716
2014,"C2014","catch","1",82538.66228
2015,"C2014","catch","1",78012.42535
2016,"C2014","catch","1",79405.17798
2017,"C2014","catch","1",82538.66228
2018,"C2014","catch","1",82538.66228
2019,"C2014","catch","1",82538.66228
2020,"C2014","catch","1",51109.3659933044
2021,"C2014","catch","1",23401.1775706075
2022,"C2014","catch","1",13158.3633516438
2023,"C2014","catch","1",7629.30913008164
2024,"C2014","catch","1",4087.85953781239
2025,"C2014","catch","1",2077.09413572519
2026,"C2014","catch","1",979.469937930892
2027,"C2014","catch","1",433.108415443957
1975,"C2014","catch","2",33887.17076
1976,"C2014","catch","2",46985.34951
1977,"C2014","catch","2",54576.48329
1978,"C2014","catch","2",44820.34257
1979,"C2014","catch","2",41362.20957
1980,"C2014","catch","2",48593.03983
1981,"C2014","catch","2",93559.14384
1982,"C2014","catch","2",84687.75543
1983,"C2014","catch","2",83926.9287
1984,"C2014","catch","2",92723.70925
1985,"C2014","catch","2",75520.79521
1986,"C2014","catch","2",79547.10662
1987,"C2014","catch","2",73428.22243
1988,"C2014","catch","2",68191.01985
1989,"C2014","catch","2",71097.69552
1990,"C2014","catch","2",61881.51723
1991,"C2014","catch","2",54138.19362
1992,"C2014","catch","2",40049.74245
1993,"C2014","catch","2",45885.19472
1994,"C2014","catch","2",39142.88424
1995,"C2014","catch","2",41128.88723
1996,"C2014","catch","2",44309.77398
1997,"C2014","catch","2",38522.33936
1998,"C2014","catch","2",36138.84419
1999,"C2014","catch","2",27949.14912
2000,"C2014","catch","2",26107.09943
2001,"C2014","catch","2",24138.39253
2002,"C2014","catch","2",24100.78598
2003,"C2014","catch","2",21620.4976
2004,"C2014","catch","2",26929.89563
2005,"C2014","catch","2",20906.72463
2006,"C2014","catch","2",20475.45238
2007,"C2014","catch","2",21984.36186
2008,"C2014","catch","2",27583.67457
2009,"C2014","catch","2",34163.69678
2010,"C2014","catch","2",34213.8274
2011,"C2014","catch","2",54816.06731
2012,"C2014","catch","2",58732.69835
2013,"C2014","catch","2",71643.24716
2014,"C2014","catch","2",82538.66228
2015,"C2014","catch","2",78012.42535
2016,"C2014","catch","2",79405.17798
2017,"C2014","catch","2",82538.66228
2018,"C2014","catch","2",82538.66228
2019,"C2014","catch","2",82538.66228
2020,"C2014","catch","2",82538.66228
2021,"C2014","catch","2",82538.66228
2022,"C2014","catch","2",82538.66228
2023,"C2014","catch","2",45908.6984277625
2024,"C2014","catch","2",20202.1668452238
2025,"C2014","catch","2",9500.65136498061
2026,"C2014","catch","2",4391.32089725138
2027,"C2014","catch","2",1757.4371431904
1975,"C2014","fbar","1",0.0887792801142769
1976,"C2014","fbar","1",0.112259617882781
1977,"C2014","fbar","1",0.125898869245961
1978,"C2014","fbar","1",0.110091242396679
1979,"C2014","fbar","1",0.0989129446186778
1980,"C2014","fbar","1",0.115769962730955
1981,"C2014","fbar","1",0.219285178436158
1982,"C2014","fbar","1",0.2025015870981
1983,"C2014","fbar","1",0.194917034903945
1984,"C2014","fbar","1",0.205399842389221
1985,"C2014","fbar","1",0.178609547814631
1986,"C2014","fbar","1",0.211200938086808
1987,"C2014","fbar","1",0.248849324230207
1988,"C2014","fbar","1",0.269782890181719
1989,"C2014","fbar","1",0.297238156152903
1990,"C2014","fbar","1",0.246445509734722
1991,"C2014","fbar","1",0.21103102156918
1992,"C2014","fbar","1",0.149876455824821
1993,"C2014","fbar","1",0.168930081883429
1994,"C2014","fbar","1",0.148188859396745
1995,"C2014","fbar","1",0.167202665939654
1996,"C2014","fbar","1",0.229361109736889
1997,"C2014","fbar","1",0.240129416399604
1998,"C2014","fbar","1",0.288590694061344
1999,"C2014","fbar","1",0.308739174852886
2000,"C2014","fbar","1",0.408623621929108
2001,"C2014","fbar","1",0.441595094000612
2002,"C2014","fbar","1",0.446819497858598
2003,"C2014","fbar","1",0.391280586684764
2004,"C2014","fbar","1",0.411014815096156
2005,"C2014","fbar","1",0.352365686907855
2006,"C2014","fbar","1",0.336659449575112
2007,"C2014","fbar","1",0.329448682147408
2008,"C2014","fbar","1",0.359953083332975
2009,"C2014","fbar","1",0.567037983325845
2010,"C2014","fbar","1",0.496540455025224
2011,"C2014","fbar","1",0.901440036929555
2012,"C2014","fbar","1",1.01524333772645
2013,"C2014","fbar","1",1.17297878514348
2014,"C2014","fbar","1",1.70952075887791
2015,"C2014","fbar","1",1.47685578770545
2016,"C2014","fbar","1",1.57400465522185
2017,"C2014","fbar","1",2.13946150825583
2018,"C2014","fbar","1",2.85949954664453
2019,"C2014","fbar","1",6.2480621942235
2020,"C2014","fbar","1",10
2021,"C2014","fbar","1",10
2022,"C2014","fbar","1",10
2023,"C2014","fbar","1",10
2024,"C2014","fbar","1",10
2025,"C2014","fbar","1",10
2026,"C2014","fbar","1",10
2027,"C2014","fbar","1",10
1975,"C2014","fbar","2",0.0891184902538819
1976,"C2014","fbar","2",0.112505169466411
1977,"C2014","fbar","2",0.126009553144764
1978,"C2014","fbar","2",0.110270169902892
1979,"C2014","fbar","2",0.0991734421331482
1980,"C2014","fbar","2",0.116060195659998
1981,"C2014","fbar","2",0.21903229893733
1982,"C2014","fbar","2",0.20237417419749
1983,"C2014","fbar","2",0.194926330680231
1984,"C2014","fbar","2",0.205322996176929
1985,"C2014","fbar","2",0.178700082051321
1986,"C2014","fbar","2",0.211157173831569
1987,"C2014","fbar","2",0.248494222495715
1988,"C2014","fbar","2",0.269181736908353
1989,"C2014","fbar","2",0.296415509437487
1990,"C2014","fbar","2",0.246025326123462
1991,"C2014","fbar","2",0.21092276140722
1992,"C2014","fbar","2",0.150260142889548
1993,"C2014","fbar","2",0.169257151004085
1994,"C2014","fbar","2",0.148595480418895
1995,"C2014","fbar","2",0.167645363860284
1996,"C2014","fbar","2",0.229721757702639
1997,"C2014","fbar","2",0.240373491263622
1998,"C2014","fbar","2",0.288295567353531
1999,"C2014","fbar","2",0.308264506326192
2000,"C2014","fbar","2",0.407272282395346
2001,"C2014","fbar","2",0.439060033458887
2002,"C2014","fbar","2",0.442166815188869
2003,"C2014","fbar","2",0.384366503501796
2004,"C2014","fbar","2",0.402312247641181
2005,"C2014","fbar","2",0.354186981674014
2006,"C2014","fbar","2",0.345096287485584
2007,"C2014","fbar","2",0.338196568951453
2008,"C2014","fbar","2",0.366429567349902
2009,"C2014","fbar","2",0.576690004233385
2010,"C2014","fbar","2",0.504169206542376
2011,"C2014","fbar","2",0.903564653352547
2012,"C2014","fbar","2",1.00833127600388
2013,"C2014","fbar","2",1.17856808815664
2014,"C2014","fbar","2",1.69427955280132
2015,"C2014","fbar","2",1.45302622960645
2016,"C2014","fbar","2",1.56981863036812
2017,"C2014","fbar","2",1.57063960567781
2018,"C2014","fbar","2",1.45688557406319
2019,"C2014","fbar","2",1.45723639620901
2020,"C2014","fbar","2",1.80007681875101
2021,"C2014","fbar","2",2.99640245983202
2022,"C2014","fbar","2",7.35350894596185
2023,"C2014","fbar","2",10
2024,"C2014","fbar","2",10
2025,"C2014","fbar","2",10
2026,"C2014","fbar","2",10
2027,"C2014","fbar","2",10
1975,"Fmsy2020","ssb","1",553687.901324606
1976,"Fmsy2020","ssb","1",595252.749632099
1977,"Fmsy2020","ssb","1",615799.085658426
1978,"Fmsy2020","ssb","1",568760.375917152
1979,"Fmsy2020","ssb","1",578527.582969652
1980,"Fmsy2020","ssb","1",615559.041957258
1981,"Fmsy2020","ssb","1",721392.766786412
1982,"Fmsy2020","ssb","1",710477.642903627
1983,"Fmsy2020","ssb","1",697897.34567718
1984,"Fmsy2020","ssb","1",683567.966760764
1985,"Fmsy2020","ssb","1",577895.879023184
1986,"Fmsy2020","ssb","1",517088.438043707
1987,"Fmsy2020","ssb","1",464285.698607911
1988,"Fmsy2020","ssb","1",467986.977148513
1989,"Fmsy2020","ssb","1",479113.472733382
1990,"Fmsy2020","ssb","1",463272.423860786
1991,"Fmsy2020","ssb","1",433629.774389273
1992,"Fmsy2020","ssb","1",401249.861141677
1993,"Fmsy2020","ssb","1",406264.759915454
1994,"Fmsy2020","ssb","1",364955.907083311
1995,"Fmsy2020","ssb","1",314294.418206309
1996,"Fmsy2020","ssb","1",277006.388689437
1997,"Fmsy2020","ssb","1",244460.186221508
1998,"Fmsy2020","ssb","1",189428.113041493
1999,"Fmsy2020","ssb","1",169428.788711698
2000,"Fmsy2020","ssb","1",132718.703145253
2001,"Fmsy2020","ssb","1",124340.628734586
2002,"Fmsy2020","ssb","1",131993.276298936
2003,"Fmsy2020","ssb","1",136316.603616205
2004,"Fmsy2020","ssb","1",143604.118826699
2005,"Fmsy2020","ssb","1",130039.500105922
2006,"Fmsy2020","ssb","1",140873.824435155
2007,"Fmsy2020","ssb","1",141976.733833611
2008,"Fmsy2020","ssb","1",154671.761922566
2009,"Fmsy2020","ssb","1",151643.973113862
2010,"Fmsy2020","ssb","1",151142.635191859
2011,"Fmsy2020","ssb","1",159812.013845189
2012,"Fmsy2020","ssb","1",160682.989524527
2013,"Fmsy2020","ssb","1",183115.108100867
2014,"Fmsy2020","ssb","1",197031.666687261
2015,"Fmsy2020","ssb","1",169508.015763758
2016,"Fmsy2020","ssb","1",151123.750142573
2017,"Fmsy2020","ssb","1",148326.909578043
2018,"Fmsy2020","ssb","1",132061.173111795
2019,"Fmsy2020","ssb","1",112785.335765799
2020,"Fmsy2020","ssb","1",98927.2150382905
2021,"Fmsy2020","ssb","1",100695.789150435
2022,"Fmsy2020","ssb","1",115604.085741913
2023,"Fmsy2020","ssb","1",147081.761262105
2024,"Fmsy2020","ssb","1",175611.024610033
2025,"Fmsy2020","ssb","1",211015.510305799
2026,"Fmsy2020","ssb","1",243766.30750961
2027,"Fmsy2020","ssb","1",268600.636774559
1975,"Fmsy2020","ssb","2",551692.255006571
1976,"Fmsy2020","ssb","2",594526.775309433
1977,"Fmsy2020","ssb","2",615388.633969794
1978,"Fmsy2020","ssb","2",568089.602360176
1979,"Fmsy2020","ssb","2",577080.831237266
1980,"Fmsy2020","ssb","2",614190.67160094
1981,"Fmsy2020","ssb","2",722239.8308459
1982,"Fmsy2020","ssb","2",710410.71931578
1983,"Fmsy2020","ssb","2",697904.839471375
1984,"Fmsy2020","ssb","2",684026.29034504
1985,"Fmsy2020","ssb","2",577676.604519806
1986,"Fmsy2020","ssb","2",517379.642922852
1987,"Fmsy2020","ssb","2",465291.279310765
1988,"Fmsy2020","ssb","2",468733.891781683
1989,"Fmsy2020","ssb","2",479917.656331118
1990,"Fmsy2020","ssb","2",463722.353455454
1991,"Fmsy2020","ssb","2",433041.017010117
1992,"Fmsy2020","ssb","2",400228.196560331
1993,"Fmsy2020","ssb","2",405689.107627243
1994,"Fmsy2020","ssb","2",364061.299453535
1995,"Fmsy2020","ssb","2",313232.877565385
1996,"Fmsy2020","ssb","2",276703.517441958
1997,"Fmsy2020","ssb","2",244587.213136585
1998,"Fmsy2020","ssb","2",189858.402005901
1999,"Fmsy2020","ssb","2",169689.077566505
2000,"Fmsy2020","ssb","2",133239.400058225
2001,"Fmsy2020","ssb","2",125150.430841708
2002,"Fmsy2020","ssb","2",133511.772752099
2003,"Fmsy2020","ssb","2",138426.139146523
2004,"Fmsy2020","ssb","2",144452.035219813
2005,"Fmsy2020","ssb","2",129714.799883032
2006,"Fmsy2020","ssb","2",139446.577047338
2007,"Fmsy2020","ssb","2",139515.63490688
2008,"Fmsy2020","ssb","2",152734.222552572
2009,"Fmsy2020","ssb","2",149751.231394818
2010,"Fmsy2020","ssb","2",149260.679044918
2011,"Fmsy2020","ssb","2",157932.728299743
2012,"Fmsy2020","ssb","2",161679.663947935
2013,"Fmsy2020","ssb","2",179862.119752939
2014,"Fmsy2020","ssb","2",200339.514634529
2015,"Fmsy2020","ssb","2",164306.179017537
2016,"Fmsy2020","ssb","2",165433.003638073
2017,"Fmsy2020","ssb","2",182605.309237307
2018,"Fmsy2020","ssb","2",198202.769002091
2019,"Fmsy2020","ssb","2",219773.938769507
2020,"Fmsy2020","ssb","2",223419.422736496
2021,"Fmsy2020","ssb","2",228946.795019763
2022,"Fmsy2020","ssb","2",233285.518855238
2023,"Fmsy2020","ssb","2",243252.950382813
2024,"Fmsy2020","ssb","2",246028.953868043
2025,"Fmsy2020","ssb","2",254380.699505028
2026,"Fmsy2020","ssb","2",265343.70108148
2027,"Fmsy2020","ssb","2",250297.935177955
1975,"Fmsy2020","catch","1",33887.17076
